,industry,job_designation,job_description,responsibilities,requirements_skills,url_links
166,Administrative,Data Entry Operator job description,"We are looking for a Data Entry Operator to update and maintain information on our company databases and computer systems. Data Entry Operator responsibilities include collecting and entering data in databases and maintaining accurate records of valuable company information. Our ideal candidate has essential data entry skills, like fast typing with an eye for detail and familiarity with spreadsheets and online forms. You will work with a data team and Data Manager. Previous experience as a Data Entry Clerk or similar position will be considered an advantage. Ultimately, a successful Data Entry Operator will be responsible for maintaining accurate, up-to-date and useable information in our systems.","Insert customer and account data by inputting text based and numerical information from source documents within time limits
Compile, verify accuracy and sort information according to priorities to prepare source data for computer entry
Review data for deficiencies or errors, correct any incompatibilities if possible and check output
Research and obtain further information for incomplete documents
Apply data program techniques and procedures
Generate reports, store completed work in designated locations and perform backup operations
Scan documents and print files, when needed
Keep information confidential
Respond to queries for information and access relevant files
Comply with data integrity and security policies
Ensure proper use of office equipment and address any malfunctions","Proven data entry work experience, as a Data Entry Operator or Office Clerk
Experience with MS Office and data programs
Familiarity with administrative duties
Experience using office equipment, like fax machine and scanner
Typing speed and accuracy
Excellent knowledge of correct spelling, grammar and punctuation
Attention to detail
Confidentiality
Organization skills, with an ability to stay focused on assigned tasks
High school diploma; additional computer training or certification will be an asset",https://resources.workable.com/data-entry-operator-job-description
167,Administrative,Director of Operations job description,We are looking for an experienced Director of Operations to organize and oversee the daily operations of our company. You will be the one to ensure that our business is well-coordinated and productive by managing its procedures and coaching its people. The area of responsibility for this role is very wide and thus requires thorough knowledge of various company processes. The ideal candidate must be competent and able to plan many different kinds of operational activities. He/She must be an excellent leader who can discover the most efficient ways to run the business. The goal is to safeguard and augment the efficiency of the company’s operations to facilitate accelerating development and long-term success.,"Liaise with superior to make decisions for operational activities and set strategic goals
Plan and monitor the day-to-day running of business to ensure smooth progress
Supervise staff from different departments and provide constructive feedback
Evaluate regularly the efficiency of business procedures according to organizational objectives and apply improvements
Manage procurement processes and coordinate material and resources allocation
Oversee customer support processes and organize them to enhance customer satisfaction
Review financial information and adjust operational budgets to promote profitability
Revise and/or formulate policies and promote their implementation
Manage relationships/agreements with external partners/vendors
Evaluate overall performance by gathering, analyzing and interpreting data and metrics
Ensure that the company runs with legality and conformity to established regulations","Proven experience as Director of Operations or equivalent position
Excellent organizational and leadership abilities
Outstanding communication and people skills
Knowledge of industry’s legal rules and guidelines
In depth knowledge of diverse business functions and principles (e.g. supply chain, finance, customer service etc.)
Working knowledge of data analysis and performance/operation metrics
Familiarity with MS Office and various business software (e.g. ERP, CRM)
BSc/BA in business administration or relevant field; MSc/MA will be a plus",https://resources.workable.com/director-of-operations-job-description
168,Administrative,CEO job description,We are looking for an experienced Chief Executive Officer or CEO to supervise and control all strategic and business aspects of the company. You will be the first in command in the company and responsible for giving the proper strategic direction as well as creating a vision for success. To thrive as a CEO you must be a prudent manager and an inspiring leader. The ideal candidate will have a business mindset and will be able to see the “big picture” in a variety of settings. They will take actions to enhance the company’s cash flow while keeping the human factor in perspective. The goal is to drive the company’s development and guide it towards long-term success.,"Develop high quality business strategies and plans ensuring their alignment with short-term and long-term objectives
Lead and motivate subordinates to advance employee engagement develop a high performing managerial team
Oversee all operations and business activities to ensure they produce the desired results and are consistent with the overall strategy and mission
Make high-quality investing decisions to advance the business and increase profits
Enforce adherence to legal guidelines and in-house policies to maintain the company’s legality and business ethics
Review financial and non-financial reports to devise solutions or improvements
Build trust relations with key partners and stakeholders and act as a point of contact for important shareholders
Analyze problematic situations and occurrences and provide solutions to ensure company survival and growth
Maintain a deep knowledge of the markets and industry of the company","Proven experience as CEO or in other managerial position
Experience in developing profitable strategies and implementing vision
Strong understanding of corporate finance and performance management principles
Familiarity with diverse business functions such as marketing, PR, finance etc.
In-depth knowledge of corporate governance and general management best practices
An entrepreneurial mindset with outstanding organizational and leadership skills
Analytical abilities and problem-solving skills
Excellent communication and public speaking skills
MSc/MA in business administration or relevant field",https://resources.workable.com/ceo-job-description
169,Administrative,Executive Director job description,"We are looking for an experienced Executive Director to oversee all operations, functions and activities. You will be the face of the organization, responsible for giving the proper strategic direction and implementing a high quality vision. An excellent executive director is an influential manager with ability to lead and motivate. They have great communication skills and take a holistic approach in managing the organization’s operations. The goal is to manage and lead the organization towards the realization of its mission.","Develop and implement strategies aiming to promote the organization’s mission and “voice”
Create complete business plans for the attainment of goals and objectives set by the board of directors 
Build an effective team of leaders by providing guidance and coaching to subordinate managers
Ensure adherence of the organization’s daily activities and long-term plans to established policies and legal guidelines
Direct and oversee investments and fundraising efforts
Forge and maintain relations of trust with shareholders, partners and external authorities
Act as the public speaker and public relations representative of the company in ways that strengthen its profile
Review reports by subordinate managers to acquire understanding of the organization’s financial and non-financial position
Devise remedial actions for any identified issues and conduct crisis management when necessary","Proven experience as executive director or in other managerial position
Experience in developing strategies and plans
Ability to apply successful fundraising and networking techniques
Strong understanding of corporate finance and measures of performance
In depth knowledge of corporate governance principles and managerial best practices
An analytical mind capable for “out-of-the-box” thinking to solve problems
Outstanding organization and leadership abilities
Excellent communication (oral and written) and public speaking skills
MSc/MA in business administration or relevant field",https://resources.workable.com/executive-director-job-description
170,Administrative,Managing Director job description,"We are looking for an experienced Managing Director to control and oversee all business operations, people and ventures. You will be the highest ranking manager in the organisation and will be responsible for the overall success of the business. The ideal candidate will be a strategist and a leader able to steer the company to the most profitable direction while also implementing its vision, mission and long term goals. Very strong crisis management skills will also be essential since the managing director is the one expected to “save” the company in times of need. The goal is to ensure the company is constantly moving towards fulfilling its short-term and long-term objectives and does not diverge from its strategic guidelines.","Develop and execute the company’s business strategies in order to attain the goals of the board and shareholders
Provide strategic advice to the board and Chairperson so that they will have accurate view of the market and the company’s future
Prepare and implement comprehensive business plans to facilitate achievement by planning cost-effective operations and market development activities
Ensure company policies and legal guidelines are communicated all the way from the top down in the company and that they are followed at all times
Communicate and maintain trust relationships with shareholders, business partners and authorities
Oversee the company’s financial performance, investments and other business ventures
Delegate responsibilities and supervise the work of executives providing guidance and motivation to drive maximum performance
Read all submitted reports by lower rank managers to reward performance, prevent issues and resolve problems
Act as the public speaker and public relations representative of the company in ways that strengthen its profile
Analyze problematic situations and occurrences and provide solutions to ensure company survival and growth","Proven experience as Managing Director or other managerial position
Demonstrable experience in developing strategic and business plans
Thorough knowledge of market changes and forces that influence the company
Strong understanding of corporate finance and measures of performance
Familiarity with corporate law and management best practices
Excellent organisational and leadership skills
Excellent communication, interpersonal and presentation skills
Outstanding analytical and problem-solving abilities
BSc/BA in business administration or relevant field; MSc/MA will be preferred",https://resources.workable.com/managing-director-job-description
171,Administrative,Assistant Director job description,"We are looking for a competent Assistant Director to support the director in departmental planning and monitoring progress. You will also be working to enhance productivity and ensure compliance with rules and regulations. Assistant directors are well-versed in performance and operations management and competent in assuming delegated duties. They are leaders and critical thinkers, ready to solve problems before they become obstacles. The goal is to help the department attain objectives of productivity and employee satisfaction.","Assist in developing and implementing plans and goals for the department
Work with the director to coordinate and supervise daily operations
Ensure compliance with regulations and internal policies
Monitor attainment of objectives
Undertake staffing responsibilities (hiring, training, evaluating etc.)
Assist in budgeting and monitoring expenses
Maintain scheduling of events and represent the company when needed
Create reports and submit them to the director or other executives
Fulfill duties as assigned by the director","Proven experience as assistant director or other similar position
Experience in performance and operations management
Knowledge of relevant regulations and quality standards
Proficient in MS Office, relational databases and software (e.g. ERP)
Outstanding communication and public speaking skills
Excellent organizational and leadership skills
Aptitude in problem-solving
BSc/BA in business administration or related field; MSc/MA is an asset",https://resources.workable.com/assistant-director-job-description
172,Administrative,Chief Administrative Officer job description,"We are looking for an experienced Chief Administrative Officer (CAO) to manage daily administrative operations. You will be a part of the top executive team reporting directly to the CEO and your work will be a critical factor in our overall performance. If you know how to keep things in order and add a strategic vision to everyday activities, we want to meet you. If you’re also highly efficient and a natural leader, then you’re our ideal candidate. The goal is to ensure the smooth running of business according to established policies and vision.","Provide input in business and strategic planning
Set goals for departments and individual managers
Collaborate with colleagues to implement policies and develop improvements
Organize and coordinate inter- and intradepartmental operations
Oversee resource allocation and budgeting
Provide guidance to subordinate staff and evaluate performance
Resolve issues that may arise in a timely manner
Assume responsibility for timely reporting to senior management or regulatory agencies
Assist in other tasks (e.g. fundraising) as assigned","Proven experience as an administrative officer
Experience in operations management
Solid understanding of business functions (HR, finance etc.)
Knowledge of fiscal planning, budgeting and reporting
Knowledge of relevant laws and regulations (e.g. SEC)
Proficient in MS Office and databases
Outstanding communication and interpersonal skills
Ability in decision-making and problem-solving
Excellent organizational and leaderships skills
BSc/BA in business administration or relevant field; MSc/MA is a definite plus",https://resources.workable.com/chief-administrative-officer-job-description
173,Administrative,COO job description,"We are looking for an experienced Chief Operating Officer or COO to oversee our organization’s ongoing operations and procedures. You will be the company’s second-in-command and responsible for the efficiency of business. The COO role is a key member of the senior management team, reporting only to the Chief Executive Officer (CEO). You’ll have to maintain control of diverse business operations, so we expect you to be an experienced and efficient leader. If you also have excellent people skills, business acumen and exemplary work ethics, we’d like to meet you. The goal of the COO position is to secure the functionality of business to drive extensive and sustainable growth.","Design and implement business strategies, plans and procedures
Set comprehensive goals for performance and growth
Establish policies that promote company culture and vision
Oversee daily operations of the company and the work of executives (IT, Marketing, Sales, Finance etc.)
Lead employees to encourage maximum performance and dedication
Evaluate performance by analyzing and interpreting data and metrics
Write and submit reports to the CEO in all matters of importance
Assist CEO in fundraising ventures
Participate in expansion activities (investments, acquisitions, corporate alliances etc.)
Manage relationships with partners/vendors","Proven experience as Chief Operating Office or relevant role
Understanding of business functions such as HR, Finance, marketing etc.
Demonstrable competency in strategic planning and business development
Experience in fundraising will be a plus
Working knowledge of data analysis and performance/operation metrics
Working knowledge of IT/Business infrastructure and MS Office
Outstanding organizational and leadership abilities
Excellent interpersonal and public speaking skills
Aptitude in decision-making and problem-solving
BSc/BA in Business Administration or relevant field; MSc/MBA is a plus",https://resources.workable.com/coo-job-description
174,Administrative,Administrative Assistant job description,"We are looking for a responsible Administrative Assistant to perform a variety of administrative and clerical tasks. Duties of the Administrative Assistant include providing support to our managers and employees, assisting in daily office needs and managing our company’s general administrative activities. Administrative Assistant responsibilities include making travel and meeting arrangements, preparing reports and maintaining appropriate filing systems. The ideal candidate should have excellent oral and written communication skills and be able to organize their work using tools, like MS Excel and office equipment. If you also have previous experience as a Secretary or Executive Administrative Assistant and familiarity within our industry, we’d like to meet you. Ultimately, a successful Admin Assistant should ensure the efficient and smooth day-to-day operation of our office.","Answer and direct phone calls
Organize and schedule appointments
Plan meetings and take detailed minutes
Write and distribute email, correspondence memos, letters, faxes and forms
Assist in the preparation of regularly scheduled reports
Develop and maintain a filing system
Update and maintain office policies and procedures
Order office supplies and research new deals and suppliers
Maintain contact lists
Book travel arrangements
Submit and reconcile expense reports
Provide general support to visitors
Act as the point of contact for internal and external clients
Liaise with executive and senior administrative assistants to handle requests and queries from senior managers","Proven experience as an Administrative Assistant, Virtual Assistant or Office Admin Assistant
Knowledge of office management systems and procedures
Working knowledge of office equipment, like printers and fax machines
Proficiency in MS Office (MS Excel and MS PowerPoint, in particular)
Excellent time management skills and the ability to prioritize work
Attention to detail and problem solving skills
Excellent written and verbal communication skills
Strong organizational skills with the ability to multi-task
High School degree; additional qualification as an Administrative assistant or Secretary will be a plus",https://resources.workable.com/administrative-assistant-job-description
175,Administrative,Office Manager job description,"We are looking for an Office Manager to organize and coordinate administration duties and office procedures. Your role is to create and maintain a pleasant work environment, ensuring high levels of organizational effectiveness, communication and safety. Office manager duties and responsibilities include scheduling meetings and appointments, making office supplies arrangements, greeting visitors and providing general administrative support to our employees. Previous experience as a Front Office Manager or Office Administrator would be an advantage. A successful Office Manager should also have experience with a variety of office software (email tools, spreadsheets and databases) and be able to accurately handle administrative duties. Ultimately, the Office manager should be able to ensure the smooth running of the office and help to improve company procedures and day-to-day operation.","Serve as the point person for office manager duties including:

Maintenance
Mailing
Supplies
Equipment
Bills
Errands
Shopping


Schedule meetings and appointments
Organize the office layout and order stationery and equipment
Maintain the office condition and arrange necessary repairs
Partner with HR to update and maintain office policies as necessary
Organize office operations and procedures
Coordinate with IT department on all office equipment
Ensure that all items are invoiced and paid on time
Manage contract and price negotiations with office vendors, service providers and office lease
Manage office G&A budget, ensure accurate and timely reporting
Provide general support to visitors
Assist in the onboarding process for new hires
Address employees queries regarding office management issues (e.g. stationery, Hardware and travel arrangements)
Liaise with facility management vendors, including cleaning, catering and security services
Plan in-house or off-site activities, like parties, celebrations and conferences","Maintenance
Mailing
Supplies
Equipment
Bills
Errands
Shopping",https://resources.workable.com/office-manager-job-description
176,IT and Development,UX Researcher job description,"We are looking for a UX Researcher to join our team and implement various UX designs into our programs and computer systems based on the need of users to ensure customers have an enjoyable experience when using our products. UX Researcher responsibilities include conducting user research and working with the design team to implement design choices to improve user experience. Ultimately, you will work with Designers and Programmers to ensure our products and computer systems are easy to use and help us achieve our organizational goals.","Have an awareness of costs and budgets
Put users at the center of a design to make it simple, easy to use, and good looking
Present the stages of the design development to business users
Work closely within a multidisciplinary team, including web developers and programmers
Provide technical instructions to programmers
Ensure websites comply with the law and equal opportunities policies","Proven work experience as a UX Researcher or similar role
Experience implementing design choices based on user feedback
Experience working with Designers and Programmers to improve the usability of products and other features
Relevant training and/or certifications as a UX Researcher",https://resources.workable.com/ux-researcher-job-description
177,IT and Development,Site Reliability Engineer job description,"We are looking for a Site Reliability Engineer to join our team and develop software systems and automated solutions for operational aspects in an organization. Site Reliability Engineer responsibilities include monitoring computer systems and building alerts for various operational issues that computer systems can experience. Ultimately, you will work with our IT team to ensure our organization can continue to deliver products and services in our computer system environment.","Administer production jobs
Understand debugging info
“Drain” traffic away from a cluster
Roll back a bad software push
Block or rate-limiting unwanted traffic
Bring up additional serving capacity
Use the monitoring systems (for alerting and dashboards)","Proven work experience as a Site Reliability Engineer or similar role
Collaborate and communicate asynchronously
Document all the things so you don’t need to learn the same thing twice
Have an enthusiastic, go-for-it attitude
Relevant training and/or certifications as a Site Reliability Engineer",https://resources.workable.com/site-reliability-engineer-job-description
178,IT and Development,Computer Science job description,"We are looking for a Computer Scientist to join our team and help our departments automate aspects of their jobs to produce a better product in less time. A Computer Scientist’s responsibilities include experimenting with various solutions based on the needs of our departments and applying artificial intelligence and AI technologies as needed. Ultimately, you will work with various departments in our organization to understand their needs and then find ways to apply computer technologies to make processes more efficient.","Studying, experimenting, and investigating technological fields such as artificial intelligence, robotics, and virtual reality
Seeking to improve the performance of existing computer systems and software
Developing new hardware or computing techniques and materials
Thinking about and conceptualizing computational and maths-related problems and challenges","Proven work experience as a Computer Scientist or similar role
The ability to think through problems and find solutions with various computer technologies
Experience working with leaders in an organization to identify their needs
Relevant training and/or certifications as a Computer Scientist",https://resources.workable.com/computer-scientist-job-description
179,IT and Development,Cloud Architect job description,"We are looking for a Cloud Architect to join our team and lead the management and maintenance of our organization’s cloud architecture. Cloud Architect responsibilities include building and maintaining the cloud systems at our organization, along with managing servers, storage, and our network. Ultimately, you will work with various IT teams to ensure our online capabilities meet the needs of our organization.","Work closely with IT security to monitor the company’s cloud privacy
Respond to technical issues in a professional and timely manner
Offer guidance in infrastructure movement techniques, including bulk application transfers into the cloud
Identify the top cloud architecture solutions to successfully meet the needs of the company
Lead our organization through cloud adoption and establish best practices
Vet and select cloud providers and third-party services","Proven work experience as a Cloud Architect or similar role
Positive attitude and a strong commitment to delivering quality work
Excellent knowledge of cloud computing technologies and current computing trends
Effective communication skills (written and verbal) to properly articulate complicated cloud reports to management and other IT development partners
Relevant training and/or certifications as a Cloud Architect",https://resources.workable.com/cloud-architect-job-description
180,IT and Development,Cloud Engineer job description,"We are looking for a Cloud Engineer to join our team and work with our engineering team to optimize, implement, and maintain our organization’s cloud-based systems. A Cloud Engineer’s responsibilities include deploying and debugging systems, as well as executing new cloud initiatives. Ultimately, you will work with different IT professionals and teams to ensure our cloud computing systems meet the needs of our organization and customers.","Design, develop, and deploy modular cloud-based systems
Develop and maintain cloud solutions in accordance with best practices
Ensure efficient functioning of data storage and process functions in accordance with company security policies and best practices in cloud security
Identify, analyze, and resolve infrastructure vulnerabilities and application deployment issues
Regularly review existing systems and make recommendations for improvements
Interact with clients, provide cloud support, and make recommendations based on client needs","Proven work experience as a Cloud Engineer or similar role
Azure, AWS, and GCP certifications preferred
Troubleshooting and analytical skills
Strong communication and collaboration skills
Client management skills to discuss systems as needed
Relevant training and/or certifications as a Cloud Engineer",https://resources.workable.com/cloud-engineer-job-description
181,IT and Development,Quality Analyst job description,"We are looking for a Quality Analyst to join our team and help with testing products to meet our organization’s quality standards. Quality Analyst responsibilities include performing quality tests and validating test cases before products, software and systems are shipped to consumers. Ultimately, you will work with a small team to ensure our products meet our organization’s quality standards.","Identify and remedy defects within the production process
Recommend, implement and monitor preventative and corrective actions to ensure that quality assurance standards are achieved
Compile and analyze statistical data
Ensure that user expectations are met during the testing process
Draft quality assurance policies and procedures
Investigate customer complaints and product issues","Proven work experience as a Quality Analyst or similar role
Experience in quality inspection, auditing and testing
Excellent communication skills, both written and verbal
Strong computer skills and knowledge of QA databases and applications
Strong analytical and problem-solving skills
Meticulous attention to detail
Relevant training and/or certifications as a Quality Analyst",https://resources.workable.com/quality-analyst-job-description
182,IT and Development,Application Engineer job description,"We are looking for an Application Engineer to join our team and consult with our clients to communicate their software needs to our development team and demonstrate software products to our customers when required. Application Engineer responsibilities include providing technical support to our clients and assisting our sales team with software demonstrations and prototypes throughout the sales process. Ultimately, you will work directly with our clients and provide support for our sales and software development teams as needed.","Provide clients with technical support as needed and relay information to our development teams for ongoing maintenance and update needs
Optimize applications by integrating new technologies and performing upgrades
Contribute to sales presentations, as well as demonstrating prototypes and completed applications
Perform diagnostic tests and debugging procedures while improving code and re-designing tasks
Generate ideas for software innovation based on market trends
Document development processes, procedures and application version histories
Keep up with advancements in application engineering and new technologies","Proven work experience as an Application Engineer or similar role
Previous experience in sales or customer services is advantageous
Extensive experience in deploying, optimizing and maintaining software
Excellent analytical and problem-solving abilities
Exceptional customer service and interpersonal skills
Superb collaboration and communication
Great organization and time management
Relevant training and/or certifications as an Application Engineer",https://resources.workable.com/application-engineer-job-description
183,IT and Development,Video Game Designer job description,"We are looking for a Video Game Designer to join our team and assist us with designing and developing video games for our customers. Video Game Designer responsibilities include managing a team of programmers, developing design and gaming protocols and ensuring the quality of the final product. Ultimately, you will work with various departments and teams to help define, produce and publish video games throughout the year for our organization.","Managing multiple teams and projects
Prototyping new games and updating stakeholders on progress throughout development
Following industry trends and best practices
Monitoring work and cash flows
Developing design and gaming protocols
Performing quality control to ensure the final product meets organizational standards","Proven work experience as a Video Game Designer or similar role
Enthusiasm and knowledge of the industry
Relevant certification in programming languages
Portfolio of sample projects
Relevant training and/or certifications as a Video Game Designer",https://resources.workable.com/video-game-designer-job-description/
184,IT and Development,Product Engineer Job Description,"We are looking for a Product Engineer to join our team and facilitate the design and manufacturing of our next line of exciting products. Product Engineer responsibilities include designing and overseeing the manufacturing process of our goods to ensure they meet our company’s safety and quality standards. Ultimately, you will work closely with our design team to create commodities that meet our organization’s standards.","Create rough product designs using sketches and computer software
Conduct theoretical testing on design models
Create full product designs and specifications using computer software modeling techniques
Select product materials and design the product manufacturing process
Oversee assembly and ensure that products conform to market specifications and safety regulations","Proven work experience as a Product Engineer or similar role
Advanced analytical and design skills
Excellent written and verbal communication skills
Knowledge of industry and market trends
A bachelor’s degree in mechanical engineering or similar field is preferred
Relevant training and/or certifications as a Product Engineer",https://resources.workable.com/product-engineer-job-description/
185,IT and Development,Engineering Technician job description,"We are looking for an Engineering Technician to join and support our engineering team with inspections, research and ensuring the safety and cleanliness of each job site. Engineering Technician responsibilities include performing research, building prototypes and inspecting products at the direction of lead engineers. They may also provide customer support and report day-to-day issues to their supervisor. Ultimately, you will aid engineers by communicating effectively to troubleshoot technical issues and design models for new products and equipment.","Run tests, diagnostics, and calibrations
Conduct experiments and investigations under the guidance of engineers
Inspect inventory and reorder materials and technical components
Analyze operations and offer suggestions for improvement
Maintain records and assist with presentations
Attend conferences and participate in other learning and growth opportunities","Proven work experience as an Engineering Technician or similar role
A valid driver’s license
Excellent attention to detail and organizational skills
Strong customer service skills and time management
Excellent health and safety knowledge
Ability to collaborate and remain calm and professional in a fast-paced environment
Relevant licensure or certifications may be required
High school diploma or equivalent is preferred",https://resources.workable.com/engineering-technician-job-description/
186,IT and Development,Computer Engineer job description,"We are looking for a Computer Engineer to join our team and support our organization’s computer networks along with our Information Technology (IT) department. Computer Engineer responsibilities include designing, testing, and inspecting all software used within an organization’s computer system. Ultimately, you will be responsible for upgrading various types of hardware like routers and motherboards as needed.","Conduct validation testing for new and renovated motherboards
Ensure existing computer equipment are up-to-date
Stay up-to-date with the latest technologies and incorporate new technology into existing units
Draft new computer equipment blueprints and present them to management
Plan and manage the production of computer hardware equipment","Proven work experience as a Computer Engineer or similar role
Strong knowledge of design analytics, algorithms, and measuring tools
Excellent verbal and written communication skills
A creative thinker with good analytical abilities
Proficient in problem-solving to resolve issues in a timely manner
Bachelor’s degree in computer engineering or computer science training preferred",https://resources.workable.com/computer-engineer-job-description/
187,IT and Development,Medical Coder job description,"We are looking for a Medical Coder to join our team to assist us in coding for insurance claims and databases. The Medical Coder will display motivation, be detail-oriented and have outstanding people skills that help them navigate any situation with ease. A Medical Coder’s responsibilities include assigning Current Procedural Terminology (CPT), Healthcare Common Procedure Coding System (HCPCS) and International Classification of Diseases Tenth Revision Clinical Modification (ICD-10 CM). They will also be required to assign American Society Anesthesiologists (ASA), Ambulatory Payment Classifications (APC) or Diagnosis related groups (DRG) codes. Ultimately, you will make decisions on which codes and functions should be assigned in each instance. This could include diagnostic and procedural information, significant reportable elements and significant reportable elements and other complex classifications.","Account for coding and abstracting of patient encounters
Research and analyze data needs for reimbursement
Make sure that codes are sequenced according to government and insurance regulations
Ensure all medical records are filed and processed correctly
Analyze medical records and identify documentation deficiencies
Serve as resource and subject matter expert to other coding staff
Review and verify documentation for diagnoses, procedures and treatment results
Identify diagnostic and procedural information","Proven work experience as a Medical Coder or similar role
2+ years of work experience as a Medical Coder
Proficient computer skills
Work with coding software
Excellent communication skills, both verbal and written
Outstanding organizational skills
Ability to maintain the confidentiality of information
High school diploma or GED required",https://resources.workable.com/medical-coder-job-description
188,IT and Development,Cyber Security Specialist job description,"We are looking for a Cyber Security Specialist to join our team to work closely with the stakeholders to ensure that cyber security projects meet objectives across our organization. They are responsible for various tasks, including process re-engineering and documentation of activities related to this area. A Cyber Security Specialist’s responsibilities include using their skills to detect insecure features and malicious activities within our networks and infrastructure. They will implement customized application security assessments for client-based asset risk, corporate policy compliance as well as conduct vulnerability assessment. They should have an advanced understanding of TCP/IP, common networking ports and protocols, traffic flow, system administration, OSI model, defense-in-depth and common security elements. The specialist’s focus is not only limited to assessing whether vulnerabilities exist but also how those risks could be mitigated which can help provide organizations with more confidence about system stability going forward. Ultimately, you will work to ensure the security of our business information, employee data and client information throughout our entire network.","Determine security violations and inefficiencies by conducting periodic audits
Upgrade our network and infrastructure systems 
Implement and maintain security controls
Identify and solve potential and actual security problems
Assess the current situation, evaluating trends and anticipating security requirements
Keep users informed by preparing performance reports; communicating system status
Maintain quality service by following organization standards
Maintain technical knowledge by attending educational workshops
Contribute to team effort by accomplishing related results as needed","Proven work experience as a Cyber Security Specialist or similar role
Hands-on experience analyzing high volumes of logs, network data and other attack artifacts
Experience with vulnerability scanning solutions
Proficiency with antivirus and security software
Bachelor’s degree in Computer Science, Information Systems, or equivalent education or work experience",https://resources.workable.com/cyber-security-specialist-job-description
189,IT and Development,Director of Engineering job description,"We are looking for a director of engineering to lead our engineering department and help us build great products. You’ll also manage our infrastructure and ensure all internal systems operate securely and effectively. To be successful in this role, you should be confident managing our teams while, at the same time, setting goals, budgets and timelines for various projects. We also expect you to be in charge of our integrations with external partners and oversee all software development plans from ideation to execution. Ultimately, you’ll make sure we use innovative technologies that maximize our productivity and help our company grow.","Oversee front-end and back-end development teams and their projects
Monitor reliability and performance of all internal systems to suggest improvements
Ensure compliance with security regulations
Manage software development projects by setting requirements, goals and timelines
Prepare and manage the engineering department’s budget
Design strategies for future development projects based on the company’s overall objectives and resources
Hire engineers and coordinate their training
Implement innovative technologies
Coordinate with external stakeholders for new integrations and tools
Review and update policies relevant to internal systems and equipment","Work experience as a director of engineering or in a similar senior-level position at an engineering department
Extensive experience with cloud technologies and modern human-computer interfaces
Hands-on experience in back-end and front-end development
Good understanding of agile methodologies
Leadership abilities with a strategic mind
Excellent project management skills
BSc/MSc in Engineering, Computer Science or relevant field",https://resources.workable.com/director-of-engineering-job-description
190,IT and Development,Full Stack Developer job description,"We are looking for a Full Stack Developer to produce scalable software solutions. You’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment. As a Full Stack Developer, you should be comfortable around both front-end and back-end coding languages, development frameworks and third-party libraries. You should also be a team player with a knack for visual design and utility. If you’re also familiar with Agile methodologies, we’d like to meet you.","Work with development teams and product managers to ideate software solutions
Design client-side and server-side architecture
Build the front-end of applications through appealing visual design
Develop and manage well-functioning databases and applications
Write effective APIs
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Write technical documentation
Work with data scientists and analysts to improve software","Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or relevant field",https://resources.workable.com/full-stack-developer-job-description
191,IT and Development,Scrum Master job description,"We are looking for a Scrum Master to coordinate and coach our software development team. Put simply, you’ll be our go-to person for applying scrum to produce high-quality work. Scrum Master duties include managing timelines, resolving problems and coaching team members on Agile methodologies. Ultimately, you’ll help create self-organizing teams that are flexible and fully productive during sprints.","Manage each project’s scope and timeline
Coordinate sprints, retrospective meetings and daily stand-ups
Coach team members in Agile frameworks
Facilitate internal communication and effective collaboration
Be the point of contact for external communications (e.g. from customers or stakeholders)
Work with product owners to handle backlogs and new requests
Resolve conflicts and remove obstacles that occur
Help teams implement changes effectively
Ensure deliverables are up to quality standards at the end of each sprint
Guide development teams to higher scrum maturity
Help build a productive environment where team members ‘own’ the product and enjoy working on it","Experience in a scrum master role
Familiarity with software development
Excellent knowledge of Scrum techniques and artifacts (such as definition of done, user stories, automated testing, backlog refinement)
Good knowledge of other Agile frameworks (Crystal, XP etc.)
Excellent communication and servant leadership skills
Problem-solving and conflict-resolution ability
Outstanding organizational skills
Degree in Computer Science, Business or similar field
Scrum master certification is a plus",https://resources.workable.com/scrum-master-job-description
